ResID;Chinese_Simplified;Chinese_Traditional;Japanese;Korean;English;French;German;Italian;Dutch;Portuguese;Spanish;Swedish;Czech;Danish;Polish;Russian;Turkey;Hebrew;Thai;Hungarian;Romanian;Arabic
m246;版本号;版本號;版本号;版本号;Version number;版本号;版本号;;;;;;;;;;;;;;;
m247;序列号;序列號;序列号;序列号;Serial number;序列号;序列号;;;;;;;;;;;;;;;
m248;监管信息;監管資訊;监管信息;监管信息;Regulatory information;监管信息;监管信息;;;;;;;;;;;;;;;
m249;高度计;高度計;高度计;高度计;Altimeter;高度计;高度计;;;;;;;;;;;;;;;
m250;血氧;血氧;血氧;血氧;Blood oxygen;血氧;血氧;;;;;;;;;;;;;;;
m251;气压计;氣壓計;气压计;气压计;barometer;气压计;气压计;;;;;;;;;;;;;;;
m252;选择卡片;選擇卡片;选择卡片;选择卡片;Select card;选择卡片;选择卡片;;;;;;;;;;;;;;;
m253;添加卡片;添加卡片;添加卡片;添加卡片;Add card;添加卡片;添加卡片;;;;;;;;;;;;;;;
m254;自动;自動;自动;自动;Automatic;自动;自动;;;;;;;;;;;;;;;
m255;1;1;1;1;1;1;1;;;;;;;;;;;;;;;
m256;2;2;2;2;2;2;2;;;;;;;;;;;;;;;
m257;3;3;3;3;3;3;3;;;;;;;;;;;;;;;
m258;4;4;4;4;4;4;4;;;;;;;;;;;;;;;
m259;5;5;5;5;5;5;5;;;;;;;;;;;;;;;
m260;熄屏时间;熄屏時間;熄屏时间;熄屏时间;Screen extinguishing time;熄屏时间;熄屏时间;;;;;;;;;;;;;;;
m261;常亮时刻;常亮時刻;常亮时刻;常亮时刻;Always bright moment;常亮时刻;常亮时刻;;;;;;;;;;;;;;;
m262;10;10;10;10;10;10;10;;;;;;;;;;;;;;;
m263;15;15;15;15;15;15;15;;;;;;;;;;;;;;;
m264;20;20;20;20;20;20;20;;;;;;;;;;;;;;;
m265;10秒;10秒;10秒;10秒;10 seconds;10秒;10秒;;;;;;;;;;;;;;;
m266;15秒;15秒;15秒;15秒;15 seconds;15秒;15秒;;;;;;;;;;;;;;;
m267;20秒;20秒;20秒;20秒;20 seconds;20秒;20秒;;;;;;;;;;;;;;;
m268;5分钟;5分鐘;5分钟;5分钟;5 minutes;5分钟;5分钟;;;;;;;;;;;;;;;
m269;10分钟;10分鐘;10分钟;10分钟;10 minutes;10分钟;10分钟;;;;;;;;;;;;;;;
m270;15分钟;15分鐘;15分钟;15分钟;15 minutes;15分钟;15分钟;;;;;;;;;;;;;;;
m271;20分钟;20分鐘;20分钟;20分钟;20 minutes;20分钟;20分钟;;;;;;;;;;;;;;;
m272;10秒;10秒;10秒;10秒;10 seconds;10秒;10秒;;;;;;;;;;;;;;;
m273;15秒;15秒;15秒;15秒;15 seconds;15秒;15秒;;;;;;;;;;;;;;;
m274;20秒;20秒;20秒;20秒;20 seconds;20秒;20秒;;;;;;;;;;;;;;;
m275;5分钟;5分鐘;5分钟;5分钟;5 minutes;5分钟;5分钟;;;;;;;;;;;;;;;
m276;10分钟;10分鐘;10分钟;10分钟;10 minutes;10分钟;10分钟;;;;;;;;;;;;;;;
m277;15分钟;15分鐘;15分钟;15分钟;15 minutes;15分钟;15分钟;;;;;;;;;;;;;;;
m278;20分钟;20分鐘;20分钟;20分钟;20 minutes;20分钟;20分钟;;;;;;;;;;;;;;;
m279;亮屏时间越长，续航时间越短。确定使用？;亮屏時間越長，續航時間越短。確定使用？;亮屏时间越长，续航时间越短。确定使用？;亮屏时间越长，续航时间越短。确定使用？;The longer the bright screen time, the shorter the battery life. Are you sure to use?;亮屏时间越长，续航时间越短。确定使用？;亮屏时间越长，续航时间越短。确定使用？;;;;;;;;;;;;;;;
m280;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
m281;提示音;提示音;提示音;提示音;Tone;提示音;提示音;;;;;;;;;;;;;;;
m282;屏幕常亮;螢幕常亮;屏幕常亮;屏幕常亮;The screen is always on.;屏幕常亮;屏幕常亮;;;;;;;;;;;;;;;
m283;自动识别;自動識別;自动识别;自动识别;Automatically identify exercise status;自动识别;自动识别;;;;;;;;;;;;;;;
m284;启用后，当手表感应到你在;啟用後，當手錶感應到你在;启用后，当手表感应到你在;启用后，当手表感应到你在;When enabled, the watch will remind you when it senses that you are in motion or when you end it. Sports types include walking, running, elliptical and rowing machines.;启用后，当手表感应到你在;启用后，当手表感应到你在;;;;;;;;;;;;;;;
m285;已激活;已啟動;已激活;已激活;Activated;已激活;已激活;;;;;;;;;;;;;;;
m286;打开手机NFC，在手;打開手機NFC，在手;打开手机NFC，在手;打开手机NFC，在手;Turn on the NFC of the mobile phone, select photos in the photo album of the mobile phone, and the NFC area on the back of the mobile phone is close to the watch to generate a dial.;打开手机NFC，在手;打开手机NFC，在手;;;;;;;;;;;;;;;
m287;软件更新;軟體更新;软件更新;软件更新;Software update;软件更新;软件更新;;;;;;;;;;;;;;;
m288;重启;重啟;重启;重启;Restart;重启;重启;;;;;;;;;;;;;;;
m289;关机;關機;关机;关机;Shutdown;关机;关机;;;;;;;;;;;;;;;
m290;连接新手机;連接新手機;连接新手机;连接新手机;Connect a new mobile phone;连接新手机;连接新手机;;;;;;;;;;;;;;;
m291;恢复出厂;恢復出廠;恢复出厂;恢复出厂;Resume factory;恢复出厂;恢复出厂;;;;;;;;;;;;;;;
m292;正在检查;正在檢查;正在检查;正在检查;Checking;正在检查;正在检查;;;;;;;;;;;;;;;
m293;点击重启;點擊重啟;点击重启;点击重启;Click Restart;点击重启;点击重启;;;;;;;;;;;;;;;
m294;更新失败;更新失敗;更新失败;更新失败;Update failed;更新失败;更新失败;;;;;;;;;;;;;;;
m295;已是最新版本;已是最新版本;已是最新版本;已是最新版本;It is the latest version;已是最新版本;已是最新版本;;;;;;;;;;;;;;;
m296;版本号:;版本號:;版本号:;版本号:;Version number:;版本号:;版本号:;;;;;;;;;;;;;;;
m297;检查更新;檢查更新;检查更新;检查更新;Check for updates;检查更新;检查更新;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m298;点击关机;點擊關機;点击关机;点击关机;Click Shutdown;点击关机;点击关机;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m299;恢复出厂将;恢復出廠將;恢复出厂将;恢复出厂将;Restoring the factory will lose personal data.;恢复出厂将;恢复出厂将;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m300;将断开当前已连接的;將斷開當前已連接的;将断开当前已连接的;将断开当前已连接的;The currently connected mobile phone will be disconnected and personal data will not be lost. Do you want to continue?;将断开当前已连接的;将断开当前已连接的;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m301;配对;配對;配对;配对;Pairing;配对;配对;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m302;上滑扫码;上滑掃碼;上滑扫码;上滑扫码;Slip-up sweep code;上滑扫码;上滑扫码;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m303;请在手机上下载杰理运动;請在手機上下載傑理運動;请在手机上下载杰理运动;请在手机上下载杰理运动;Please download Jerry Sports Health APP Add Equipment on your mobile phone:;请在手机上下载杰理运动;请在手机上下载杰理运动;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m304;扫码配对;掃碼配對;扫码配对;扫码配对;Sweep code pairing;扫码配对;扫码配对;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m305;选择语言;選擇語言;选择语言;选择语言;Select language;选择语言;选择语言;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m306;简体中文;簡體中文;简体中文;简体中文;Simplified Chinese;简体中文;简体中文;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m307;English(UK);English(UK);English(UK);English(UK);English(UK);English(UK);English(UK);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m308;Japan;Japan;Japan;Japan;Japan;Japan;Japan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m309;Dansk;繁体;Dansk;Dansk;Dansk;Dansk;Dansk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m310;扫码查看教程;掃碼查看教程;扫码查看教程;扫码查看教程;Scan Code View Tutorial;扫码查看教程;扫码查看教程;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m311;蓝牙未连接，更新失败;藍牙未連接，更新失敗;蓝牙未连接，更新失败;蓝牙未连接，更新失败;Bluetooth not connected, update failed;蓝牙未连接，更新失败;蓝牙未连接，更新失败;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m312;压力;壓力;压力;压力;Pressure;压力;压力;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
m313;00:00;00:00;00:00;00:00;00:00;00:00;00:00
m314;06:00;06:00;06:00;06:00;06:00;06:00;06:00
m315;12:00;12:00;12:00;12:00;12:00;12:00;12:00
m316;18:00;18:00;18:00;18:00;18:00;18:00;18:00
m317;24:00;24:00;24:00;24:00;24:00;24:00;24:00
m318;20;20;20;20;20;20;20
m319;40;40;40;40;40;40;40
m320;60;60;60;60;60;60;60
m321;80;80;80;80;80;80;80
m322;100;100;100;100;100;100;100
m323;最近;最近;最近;最近;Recently;最近;最近
m324;放松;放鬆;放松;放松;Relax;放松;放松
m325;低压;低壓;低压;低压;Low pressure;低压;低压
m326;中压;中壓;中压;中压;Medium pressure;中压;中压
m327;高压;高壓;高压;高压;High pressure;高压;高压
m328;0;0;0;0;0;0;0
m329;;;;;;;
m330;;;;;;;
m331;;;;;;;
m332;;;;;;;
m333;;;;;;;
m334;;;;;;;
m335;;;;;;;
m336;;;;;;;
m337;;;;;;;
m338;;;;;;;
m339;;;;;;;
m340;;;;;;;
m341;;;;;;;
m342;;;;;;;
m343;;;;;;;
m344;;;;;;;
m345;;;;;;;
m346;;;;;;;
m347;;;;;;;
m348;;;;;;;
m349;;;;;;;
m350;下一步;下一步;下一步;下一步;Next;下一步;下一步
m351;一;一;一;一;一;一;一
m352;二;二;二;二;二;二;二
m353;三;三;三;三;三;三;三
m354;四;四;四;四;四;四;四
m355;五;五;五;五;五;五;五
m356;六;六;六;六;六;六;六
m357;日;日;日;日;日;日;日
m358;AM;AM;AM;AM;AM;AM;AM
m359;PM;PM;PM;PM;PM;PM;PM
m360;编辑闹钟;編輯鬧鐘;编辑闹钟;编辑闹钟;Edit alarm clock;编辑闹钟;编辑闹钟
m361;删除;刪除;删除;删除;Delete;删除;删除
m362;更改时间;更改時間;更改时间;更改时间;Change time;更改时间;更改时间
m363;重复;重複;重复;重复;Repeat;重复;重复
m364;不重复;不重複;不重复;不重复;Do not repeat;不重复;不重复
m365;闹钟已达上限;鬧鐘已達上限;闹钟已达上限;闹钟已达上限;The alarm clock has reached its upper limit.;闹钟已达上限;闹钟已达上限
m366;重复;重複;重复;重复;Repeat;重复;重复
m367;每天;每天;每天;每天;Every day;每天;每天
m368;蓝牙未连接;藍牙未連接;蓝牙未连接;蓝牙未连接;Bluetooth not connected;蓝牙未连接;蓝牙未连接
m369;正在响铃;正在響鈴;正在响铃;正在响铃;Is ringing;正在响铃;正在响铃
m370;锻炼;鍛煉;锻炼;锻炼;Exercise;锻炼;锻炼
m371;恢复时间;恢復時間;恢复时间;恢复时间;Recovery time;恢复时间;恢复时间
m372;小时;小時;小时;小时;Hours;小时;小时
m373;户外跑步;戶外跑步;户外跑步;户外跑步;Outdoor running;户外跑步;户外跑步
m374;室内跑步;室內跑步;室内跑步;室内跑步;Indoor running;室内跑步;室内跑步
m375;户外步行;戶外步行;户外步行;户外步行;Outdoor walking;户外步行;户外步行
m376;室内步行;室內步行;室内步行;室内步行;Indoor walking;室内步行;室内步行
m377;户外骑行;戶外騎行;户外骑行;户外骑行;Outdoor riding;户外骑行;户外骑行
m378;室内单车;室內單車;室内单车;室内单车;Indoor bicycle;室内单车;室内单车
m379;泳池游泳;泳池游泳;泳池游泳;泳池游泳;Swimming pool;泳池游泳;泳池游泳
m380;登山;登山;登山;登山;Mountaineering;登山;登山
m381;徒步;徒步;徒步;徒步;Hiking;徒步;徒步
m382;越野跑;越野跑;越野跑;越野跑;Cross-country running;越野跑;越野跑
m383;自由训练;自由訓練;自由训练;自由训练;Free training;自由训练;自由训练
m384;跑步课程;跑步課程;跑步课程;跑步课程;Running course;跑步课程;跑步课程
m385;0;0;0;0;0;0;0
m386;1;1;1;1;1;1;1
m387;2;2;2;2;2;2;2
m388;3;3;3;3;3;3;3
m389;4;4;4;4;4;4;4
m390;5;5;5;5;5;5;5
m391;6;6;6;6;6;6;6
m392;7;7;7;7;7;7;7
m393;8;8;8;8;8;8;8
m394;9;9;9;9;9;9;9
m395;分钟;分鐘;分钟;分钟;Minutes;分钟;分钟
m396;公里;公里;公里;公里;Kilometer;公里;公里
m397;千卡;千卡;千卡;千卡;Kcal;千卡;千卡
m398;自定义;自定義;自定义;自定义;Custom;自定义;自定义
m399;无目标;無目標;无目标;无目标;No goal;无目标;无目标
m400;设置;設置;设置;设置;Settings;设置;设置
m401;目标;目標;目标;目标;Objectives;目标;目标
m402;提醒;提醒;提醒;提醒;Reminder;提醒;提醒
m403;间隔提醒;間隔提醒;间隔提醒;间隔提醒;Interval reminder;间隔提醒;间隔提醒
m404;心率提醒;心率提醒;心率提醒;心率提醒;Heart rate reminder;心率提醒;心率提醒
m405;训练效果;訓練效果;训练效果;训练效果;Training effect;训练效果;训练效果
m406;无提醒;無提醒;无提醒;无提醒;No reminder;无提醒;无提醒
m407;心率范围;心率範圍;心率范围;心率范围;Heart rate range;心率范围;心率范围
m408;高效燃脂;高效燃脂;高效燃脂;高效燃脂;High efficiency fat burning;高效燃脂;高效燃脂
m409;心肺提示;心肺提示;心肺提示;心肺提示;Cardiopulmonary cues;心肺提示;心肺提示
m410;恢复训练;恢復訓練;恢复训练;恢复训练;Recovery training;恢复训练;恢复训练
m411;自定义;自定義;自定义;自定义;Custom;自定义;自定义
m412;泳池长度;泳池長度;泳池长度;泳池长度;Pool length;泳池长度;泳池长度
m413;自动分段;自動分段;自动分段;自动分段;Automatic segmentation;自动分段;自动分段
m414;门课程;門課程;门课程;门课程;Course;门课程;门课程
m415;定位中...;定位中...;定位中...;定位中...;Positioning...;定位中...;定位中...
m416;准备就绪;準備就緒;准备就绪;准备就绪;Ready;准备就绪;准备就绪
m417;请在空旷处继续等待;請在空曠處繼續等待;请在空旷处继续等待;请在空旷处继续等待;Please continue to wait in the open space.;请在空旷处继续等待;请在空旷处继续等待
m418;单击下键开始运动;單擊下鍵開始運動;单击下键开始运动;单击下键开始运动;Click the down key to start the movement.;单击下键开始运动;单击下键开始运动
m419;户外跑步;戶外跑步;户外跑步;户外跑步;Outdoor running;户外跑步;户外跑步
m420;室内跑步;室內跑步;室内跑步;室内跑步;Indoor running;室内跑步;室内跑步
m421;户外步行;戶外步行;户外步行;户外步行;Outdoor walking;户外步行;户外步行
m422;室内步行;室內步行;室内步行;室内步行;Indoor walking;室内步行;室内步行
m423;户外骑行;戶外騎行;户外骑行;户外骑行;Outdoor riding;户外骑行;户外骑行
m424;室内单车;室內單車;室内单车;室内单车;Indoor bicycle;室内单车;室内单车
m425;泳池游泳;泳池游泳;泳池游泳;泳池游泳;Swimming pool;泳池游泳;泳池游泳
m426;登山;登山;登山;登山;Mountaineering;登山;登山
m427;徒步;徒步;徒步;徒步;Hiking;徒步;徒步
m428;越野跑;越野跑;越野跑;越野跑;Cross-country running;越野跑;越野跑
m429;自由训练;自由訓練;自由训练;自由训练;Free training;自由训练;自由训练
m430;距离;距離;距离;距离;Distance;距离;距离
m431;时间;時間;时间;时间;Time;时间;时间
m432;热量;熱量;热量;热量;Heat;热量;热量
m433;无目标;無目標;无目标;无目标;No goal;无目标;无目标
m434;0;0;0;0;0;0;0
m435;1;1;1;1;1;1;1
m436;2;2;2;2;2;2;2
m437;3;3;3;3;3;3;3
m438;4;4;4;4;4;4;4
m439;5;5;5;5;5;5;5
m440;6;6;6;6;6;6;6
m441;7;7;7;7;7;7;7
m442;8;8;8;8;8;8;8
m443;9;9;9;9;9;9;9
m444;分钟;分鐘;分钟;分钟;Minutes;分钟;分钟
m445;公里;公里;公里;公里;Kilometer;公里;公里
m446;千卡;千卡;千卡;千卡;Kcal;千卡;千卡
m447;自定义;自定義;自定义;自定义;Custom;自定义;自定义
m448;无目标;無目標;无目标;无目标;No goal;无目标;无目标
m449;半马;半馬;半马;半马;Half horse;半马;半马
m450;全马;全馬;全马;全马;All horse;全马;全马
m451;点击开始;點擊開始;点击开始;点击开始;Click Start;点击开始;点击开始
m452;1分钟;1分鐘;1分钟;1分钟;1 min;1分钟;1分钟
m453;2分钟;2分鐘;2分钟;2分钟;2 minutes;2分钟;2分钟
m454;3分钟;3分鐘;3分钟;3分钟;3 minutes;3分钟;3分钟
m455;稍快;稍快;稍快;稍快;Slightly faster;稍快;稍快
m456;舒缓;舒緩;舒缓;舒缓;Soothing;舒缓;舒缓
m457;缓慢;緩慢;缓慢;缓慢;Slow;缓慢;缓慢
m458;呼吸时长;呼吸時長;呼吸时长;呼吸时长;Breathing duration;呼吸时长;呼吸时长
m459;呼吸节奏;呼吸節奏;呼吸节奏;呼吸节奏;Breathing rhythm;呼吸节奏;呼吸节奏
m460;稍快;稍快;稍快;稍快;Slightly faster;稍快;稍快
m461;舒缓;舒緩;舒缓;舒缓;Soothing;舒缓;舒缓
m462;缓慢;緩慢;缓慢;缓慢;Slow;缓慢;缓慢
m463;次/分;次/分;次/分;次/分;Times/minute;次/分;次/分
m464;次/分;次/分;次/分;次/分;Times/minute;次/分;次/分
m465;呼吸前心率;呼吸前心率;呼吸前心率;呼吸前心率;Prerespiratory heart rate;呼吸前心率;呼吸前心率
m466;训练时长;訓練時長;训练时长;训练时长;Training duration;训练时长;训练时长
m467;本次呼吸训练表现;本次呼吸訓練表現;本次呼吸训练表现;本次呼吸训练表现;Performance of this respiratory training;本次呼吸训练表现;本次呼吸训练表现
m468;一般，多加努力;一般，多加努力;一般，多加努力;一般，多加努力;In general, work harder;一般，多加努力;一般，多加努力
m469;一般;一般;一般;一般;General;一般;一般
m470;勿扰;勿擾;勿扰;勿扰;Do not disturb;勿扰;勿扰
m471;亮屏;亮屏;亮屏;亮屏;Bright screen;亮屏;亮屏
m472;找手机;找手機;找手机;找手机;Looking for a cell phone;找手机;找手机
m473;闹钟;鬧鐘;闹钟;闹钟;Alarm clock;闹钟;闹钟
m474;设置;設置;设置;设置;Settings;设置;设置
m475;星期一;星期一;星期一;星期一;Monday;星期一;星期一
m476;星期二;星期二;星期二;星期二;Tuesday;星期二;星期二
m477;星期三;星期三;星期三;星期三;Wednesday;星期三;星期三
m478;星期四;星期四;星期四;星期四;Thursday;星期四;星期四
m479;星期五;星期五;星期五;星期五;Friday;星期五;星期五
m480;星期六;星期六;星期六;星期六;Saturday;星期六;星期六
m481;星期日;星期日;星期日;星期日;Sunday;星期日;星期日
m482;屏幕将常亮;螢幕將常亮;屏幕将常亮;屏幕将常亮;The screen will always be on;屏幕将常亮;屏幕将常亮
m483;亮屏时刻已关闭;亮屏時刻已關閉;亮屏时刻已关闭;亮屏时刻已关闭;The bright screen is closed;亮屏时刻已关闭;亮屏时刻已关闭
m484;勿扰模式已开启;勿擾模式已開啟;勿扰模式已开启;勿扰模式已开启;Do not disturb mode is turned on;勿扰模式已开启;勿扰模式已开启
m485;勿扰模式已关闭;勿擾模式已關閉;勿扰模式已关闭;勿扰模式已关闭;Do not disturb mode is turned off;勿扰模式已关闭;勿扰模式已关闭
m486;抬腕不亮屏;抬腕不亮屏;抬腕不亮屏;抬腕不亮屏;Wrist lift does not shine;抬腕不亮屏;抬腕不亮屏
m487;   ;   ;   ;   ;   ;   ;   
m488;开启后，来电和通知;開啟後，來電和通知;开启后，来电和通知;开启后，来电和通知;After opening, incoming calls and notifications;开启后，来电和通知;开启后，来电和通知
m489;不震动，抬腕不亮;不震動，抬腕不亮;不震动，抬腕不亮;不震动，抬腕不亮;No vibration, no wrist lift;不震动，抬腕不亮;不震动，抬腕不亮
m490;屏。是否开启？;屏。是否開啟？;屏。是否开启？;屏。是否开启？;Screen. Is it on?;屏。是否开启？;屏。是否开启？
m491;吸气;吸氣;吸气;吸气;Inhale;吸气;吸气
m492;呼气;呼氣;呼气;呼气;Exhale;呼气;呼气
m493;高度计;高度計;高度计;高度计;Altimeter;高度计;高度计
m494;米;米;米;米;Meter;米;米
m495;00:00;00:00;00:00;00:00;00:00;00:00;00:00
m496;12:00;12:00;12:00;12:00;12:00;12:00;12:00
m497;24:00;24:00;24:00;24:00;24:00;24:00;24:00
m498;气压计;氣壓計;气压计;气压计;barometer;气压计;气压计
m499;百帕;百帕;百帕;百帕;hPa;百帕;百帕
m500;温度：;溫度：;温度：;温度：;Temperature:;温度：;温度：
m501;湿度：;濕度：;湿度：;湿度：;Humidity:;湿度：;湿度：
m502;风向：;風向：;风向：;风向：;Wind direction:;风向：;风向：
